playerClass,cost,flavor,rarity,set,collectible,playRequirements/REQ_TARGET_TO_PLAY,id,text,artist,howToEarnGolden,type,name,howToEarn,dust/0,dust/1,dust/2,dust/3,attack,race,health,mechanics/0,playRequirements/REQ_MINION_TARGET,spellDamage,mechanics/1,faction,playRequirements/REQ_NUM_MINION_SLOTS,playRequirements/REQ_TARGET_MIN_ATTACK,entourage/0,entourage/1,entourage/2,entourage/3,entourage/4,entourage/5,entourage/6,targetingArrowText,textInPlay,mechanics/2,playRequirements/REQ_FRIENDLY_TARGET,playRequirements/REQ_NONSELF_TARGET,playRequirements/REQ_TARGET_IF_AVAILABLE,overload,playRequirements/REQ_TARGET_WITH_RACE,playRequirements/REQ_DAMAGED_TARGET,playRequirements/REQ_ENEMY_TARGET,durability,playRequirements/REQ_TARGET_FOR_COMBO,playRequirements/REQ_WEAPON_EQUIPPED,playRequirements/REQ_FRIENDLY_MINION_DIED_THIS_GAME,playRequirements/REQ_MINIMUM_ENEMY_MINIONS,playRequirements/REQ_MUST_TARGET_TAUNTER,playRequirements/REQ_MINIMUM_TOTAL_MINIONS,playRequirements/REQ_UNDAMAGED_TARGET,playRequirements/REQ_TARGET_MAX_ATTACK,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS,playRequirements/REQ_HERO_TARGET,entourage/7,playRequirements/REQ_LEGENDARY_TARGET,mechanics/3,playRequirements/REQ_MINION_CAP_IF_TARGET_AVAILABLE
,2,Ambitious Knife Jugglers sometimes graduate to Bomb Jugglers.    They never last long enough to make it onto a card though.,RARE,EXPERT1,true,,NEW1_019,"After you summon a minion, deal 1 damage to a random enemy.",Matt Cavotta,,MINION,Knife Juggler,,100,800,20,100,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,WARNING.  WARNING.  WARNING.,RARE,EXPERT1,true,,EX1_006,"At the start of your turn, swap this minion with a random one in your hand.",Sean O’Daniels,,MINION,Alarm-o-Bot,,100,800,20,100,0,MECHANICAL,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,0,"""Cast Moonfire, and never stop."" - How to Be a Druid, Chapter 5, Section 3",COMMON,CORE,true,0,CS2_008,Deal 1 damage.,Richard Wright,Unlocked at Level 40.,SPELL,Moonfire,Unlocked at Level 6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,1,"Shadowbomber does her job, but she's kind of phoning it in at this point.",EPIC,GVG,true,,GVG_009,<b>Battlecry:</b> Deal 3 damage to each hero.,Matt Dixon,,MINION,Shadowbomber,,400,1600,100,400,2,,1,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,Most pandaren say his brew tastes like yak.  But apparently that's a compliment.,COMMON,EXPERT1,true,,EX1_057,<b>Battlecry:</b> Return a friendly minion from the battlefield to your hand.,Bernie Kang,,MINION,Ancient Brewmaster,,40,400,5,50,5,,4,BATTLECRY,0,,,ALLIANCE,,,,,,,,,,Return a minion to your hand.,,,0,0,0,,,,,,,,,,,,,,,,,,,,
,3,"The Coldlight murlocs reside in the darkest pits of the Abyssal Depths.  So no, there's no getting away from murlocs.",RARE,EXPERT1,true,,EX1_103,<b>Battlecry:</b> Give ALL other Murlocs +2 Health.,Arthur Gimaldinov,,MINION,Coldlight Seer,,100,800,20,100,2,MURLOC,3,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,3,"I'm not a shaman or anything, but isn't Elemental Destruction the opposite of what they want to do?",EPIC,TGT,true,,AT_051,Deal 4-5 damage to all minions. <b>Overload: (5)</b>,Tyler Walpole,,SPELL,Elemental Destruction,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
MAGE,3,"""You go first."" - Krush'gor the Behemoth, to his pet boar.",COMMON,EXPERT1,true,,EX1_294,"<b>Secret:</b> When your opponent plays a minion, summon a copy of it.",Raven Mimura,,SPELL,Mirror Entity,,40,400,5,50,,,,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,5,His specialty? Dividing things into four pieces.,EPIC,GVG,true,,GVG_060,<b>Battlecry:</b> Give your Silver Hand Recruits +2/+2.,Phroilan Gardner,,MINION,Quartermaster,,400,1600,100,400,2,,5,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,He gets terrible heartburn.  BECAUSE HE IS FULL OF LAVA.,EPIC,EXPERT1,true,,EX1_620,Costs (1) less for each damage your hero has taken.,Glenn Rane,,MINION,Molten Giant,,400,1600,100,400,8,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,He's a lot cooler than Magma Rager.,COMMON,TGT,true,,AT_092,,Anton Zemskov,,MINION,Ice Rager,,40,400,5,50,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,2,It was just a flesh wound.,RARE,EXPERT1,true,0,CS2_038,"Give a minion ""<b>Deathrattle:</b> Resummon this minion.""",Zoltan & Gabor,,SPELL,Ancestral Spirit,,100,800,20,100,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,3,If a bright light shines on a priest in Shadowform… do they cast a shadow?,EPIC,EXPERT1,true,,EX1_625,Your Hero Power becomes 'Deal 2 damage'. If already in Shadowform: 3 damage.,Alex Horley Orlandelli,,SPELL,Shadowform,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,"Dragonkin Sorcerers be all ""I'm a wizard"" and everyone else be all ""daaaaang"".",COMMON,BRM,true,,BRM_020,"Whenever <b>you</b> target this minion with a spell, gain +1/+1.",Edouard Guiton & Stuido HIVE,Can be crafted after defeating Nefarian in the Hidden Laboratory.,MINION,Dragonkin Sorcerer,Unlocked by defeating Nefarian in the Hidden Laboratory.,,,,,3,DRAGON,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,3,Yoink!,RARE,TGT,true,,AT_033,Add 2 random class cards to your hand <i>(from your opponent's class)</i>.,Matt Dixon,,SPELL,Burgle,,100,800,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,2,Rogues are experts at SHIV-al-ry.,COMMON,CORE,true,0,EX1_278,Deal 1 damage. Draw a card.,Alex Garner,Unlocked at Level 45.,SPELL,Shiv,Unlocked at Level 6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,"The ethereals have their own jousting tournament, and Saraad is the reigning champion.  Also he won the ethereal hot dog eating contest.",LEGENDARY,TGT,true,,AT_127,<b>Inspire:</b> Add a random spell to your hand.,Marcleo Vignali,,MINION,Nexus-Champion Saraad,,1600,3200,400,1600,4,,5,INSPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,"""Kill 30 raptors."" - Hemet Nesingwary",FREE,CORE,true,,CS2_172,,Dan Brereton,Unlocked at Hunter Level 57.,MINION,Bloodfen Raptor,,,,,,3,BEAST,2,,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,7,"Antonidas was the Grand Magus of the Kirin Tor, and Jaina's mentor.  This was a big step up from being Grand Magus of Jelly Donuts.",LEGENDARY,EXPERT1,true,,EX1_559,"Whenever you cast a spell, add a 'Fireball' spell to your hand.",Wayne Reynolds,,MINION,Archmage Antonidas,,1600,3200,400,1600,5,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,4,"""Who let the dogs out?"" he asks.  It's rhetorical.",FREE,CORE,true,,DS1_070,<b>Battlecry:</b> Give a friendly Beast +2/+2 and <b>Taunt</b>.,Dan Brereton,Unlocked at Level 28.,MINION,Houndmaster,Unlocked at Level 1.,,,,,4,,3,BATTLECRY,,,,,,,,,,,,,,Give a Beast +2/+2 and Taunt.,Beastmaster,,0,,0,,20,,,,,,,,,,,,,,,,,,
WARLOCK,2,Very dangerous when attached to a demonbomb.,COMMON,TGT,true,0,AT_024,Give a Demon +3/+3. Give your opponent a Mana Crystal.,Kevin Chen,,SPELL,Demonfuse,,40,400,5,50,,,,,0,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,
PRIEST,7,She sees into your past and makes you face your fears.  Most common fear:  Getting Majordomo out of Sneed's Old Shredder.,LEGENDARY,TGT,true,,AT_018,<b>Inspire:</b> Summon a random <b>Legendary</b> minion.,Chris Rahn,,MINION,Confessor Paletress,,1600,3200,400,1600,5,,4,INSPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,5,blaarghghLLGHRHARAAHAHHH!!,COMMON,CORE,true,,CS2_046,Give your minions +3 Attack this turn.,Luca Zontini,Unlocked at Level 40.,SPELL,Bloodlust,Unlocked at Level 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,2,"He stole the deed to town years ago, so technically the town <i>is</i> his. He just calls people Scrub to be mean.",COMMON,EXPERT1,true,,EX1_131,<b>Combo:</b> Summon a 2/1 Defias Bandit.,Dany Orizio,,MINION,Defias Ringleader,,40,400,5,50,2,,2,COMBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,"""I solemnly swear to uphold the Light, purge the world of darkness, and to eat only burritos."" - The Argent Dawn Oath",COMMON,EXPERT1,true,,EX1_008,<b>Divine Shield</b>,Zoltan & Gabor,,MINION,Argent Squire,,40,400,5,50,1,,1,DIVINE_SHIELD,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,2,He’s not really that patient. It just takes a while for someone to walk by that he can actually reach.,EPIC,EXPERT1,true,,EX1_522,<b>Stealth</b>. Destroy any minion damaged by this minion.,Ben Olson,,MINION,Patient Assassin,,400,1600,100,400,1,,1,POISONOUS,,,STEALTH,,,,,,,,,,,,Sharpening,,,,,,,,,,,,,,,,,,,,,,,,
,3,Tinkmaster Overspark nearly lost his Tinker's license after the Great Ironforge Squirrel Stampede of '09.,LEGENDARY,EXPERT1,true,,EX1_083,<b>Battlecry:</b> Transform another random minion into a 5/5 Devilsaur or a 1/1 Squirrel.,Tom Baxa,,MINION,Tinkmaster Overspark,,1600,3200,400,1600,3,,3,BATTLECRY,,,,ALLIANCE,,,,,,,,,,Transform a minion into a 5/5 or a 1/1 at random.,,,,,,,,,,,,,,,,,,,,,,,,,
,3,"He's stationed in the Hellfire Peninsula, but he's hoping for a reassignment closer to Orgrimmar, or really anywhere the ground is less on fire.",COMMON,EXPERT1,true,,EX1_021,<b>Windfury</b>,Efrem Palacios,,MINION,Thrallmar Farseer,,40,400,5,50,2,,3,WINDFURY,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,"He's a legend among murlocs.  ""Mrghllghghllghg!"", they say.",LEGENDARY,REWARD,true,,EX1_062,<b>Charge</b>. Has +1 Attack for each other Murloc on the battlefield.,Dan Scott,Unlocked when you have all the Golden Murlocs from the Classic and Basic Sets.,MINION,Old Murk-Eye,Unlocked when you have all the Murlocs from the Classic Set.,,,,,2,MURLOC,4,CHARGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,3,"When all else fails, nothing beats a swift whack upside the head.",RARE,EXPERT1,true,,EX1_137,Deal 2 damage to the enemy hero. <b>Combo:</b> Return this to your hand next turn.,James Zhang,,SPELL,Headcrack,,100,800,20,100,,,,COMBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,"Guardians of Dark Iron Ore.  Perhaps the most annoying ore, given where you have to forge it.",COMMON,EXPERT1,true,,EX1_046,<b>Battlecry:</b> Give a minion +2 Attack this turn.,Scott Hampton,,MINION,Dark Iron Dwarf,,40,400,5,50,4,,4,BATTLECRY,0,,,ALLIANCE,,,,,,,,,,Give +2 Attack.,,,,,0,,,,,,,,,,,,,,,,,,,,
WARRIOR,1,"It's okay, he deserved it.",FREE,CORE,true,0,CS2_108,Destroy a damaged enemy minion.,Dany Orizio,Unlocked at Level 47.,SPELL,Execute,Unlocked at Level 1.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
,5,He was <i>this close</i> to piloting a massive juggernaut into Stormwind Harbor. If it weren't for those pesky kids!,LEGENDARY,EXPERT1,true,,NEW1_024,<b>Battlecry:</b> Give your weapon +1/+1.,Dan Scott,,MINION,Captain Greenskin,,1600,3200,400,1600,5,PIRATE,4,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,10,"Nominated as ""Spell Most Likely to Make Your Opponent Punch the Wall.""",COMMON,CORE,true,0,CS1_113,Take control of an enemy minion.,Sean O’Daniels,Unlocked at Level 49.,SPELL,Mind Control,Unlocked at Level 10.,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
SHAMAN,2,MOMMMMMYYYYYYYYY!!!,COMMON,TGT,true,,AT_053,Draw 2 cards. <b>Overload: (2)</b>,Zoltan & Gabor,,SPELL,Ancestral Knowledge,,40,400,5,50,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
WARLOCK,3,"Yes, he'll fight for you.  BUT HE'S NOT GOING TO LIKE IT.",RARE,EXPERT1,true,,EX1_301,<b>Taunt</b>. <b>Battlecry:</b> Destroy one of your Mana Crystals.,John Polidora,,MINION,Felguard,,100,800,20,100,3,DEMON,5,BATTLECRY,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,2,He has a giant collection of purses now.  One for every outfit!,RARE,TGT,true,,AT_031,"Whenever this minion attacks a hero, add the Coin to your hand.",Alex Horley Orlandelli,,MINION,Cutpurse,,100,800,20,100,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,5,"He needed a break after that business in the Vale of Eternal Blossoms. Naturally, he chose to spend his vacation in an icy snowscape killing monsters.",COMMON,TGT,true,,AT_028,<b>Combo:</b> Gain +3 Attack.,Ryan Metcaff,,MINION,Shado-Pan Rider,,40,400,5,50,3,,7,COMBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Adorable.  Immune to Magic.  Doesn't pee on the rug.  The perfect pet!,COMMON,EXPERT1,true,,NEW1_023,Can't be targeted by spells or Hero Powers.,Samwise,,MINION,Faerie Dragon,,40,400,5,50,3,DRAGON,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,This champion has learned from the best.  Except for his target selection.,RARE,TGT,true,,AT_088,50% chance to attack the wrong enemy.,Steve Prescott,,MINION,Mogor's Champion,,100,800,20,100,8,,5,FORGETFUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,2,"If you are thinking about visiting Moonbrook, you better roll deep.",COMMON,BRM,true,0,BRM_007,Choose a minion. Shuffle 3 copies of it into your deck.,Jim Nelson,Can be crafted after defeating the Dark Iron Arena in Blackrock Depths.,SPELL,Gang Up,Unlocked by defeating the Dark Iron Arena in Blackrock Depths.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,4,It takes a special kind of hunter to venture deep into a firey lava pit and convince a monster who lives there to come home and be a cuddly housepet.,RARE,BRM,true,,BRM_014,"<b>Battlecry:</b> If your hand is empty, gain +3/+3.",Jomaro Kindred,Can be crafted after defeating Highlord Omokk in Blackrock Spire.,MINION,Core Rager,Unlocked by defeating Highlord Omokk in Blackrock Spire.,,,,,4,BEAST,4,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,1,"Several paladins have joined together to deliver justice under the name ""Justice Force"".  Their lawyer talked them out of calling themselves the Justice League.",COMMON,NAXX,true,,FP1_020,"<b>Secret:</b> When one of your minions dies, give a random friendly minion +3/+2.",Zoltan & Gabor,Can be crafted after completing the Paladin Class Challenge in Naxxramas.,SPELL,Avenge,Unlocked by completing the Paladin Class Challenge in Naxxramas.,,,,,,,,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,3,"What do they roar? Nobody can quite tell, but it sounds like ""Elephant Macho Breeze"".  It's probably not that, though.",COMMON,CORE,true,,CS2_011,Give your characters +2 Attack this turn.,Grace Liu,Unlocked at Level 43.,SPELL,Savage Roar,Unlocked at Level 4.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,4,"There was going to be a pun in this flavor text, but it just came out baa-d.",FREE,CORE,true,0,CS2_022,Transform a minion into a 1/1 Sheep.,Vance Kovacs,Unlocked at Level 47.,SPELL,Polymorph,Unlocked at Level 1.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,1,"The trick is not to break the lance.  Otherwise, you have ""Ice Pieces.""  Ice Pieces aren't as effective.",COMMON,EXPERT1,true,0,CS2_031,"<b>Freeze</b> a character. If it was already <b>Frozen</b>, deal 4 damage instead.",Alex Horley Orlandelli,,SPELL,Ice Lance,,40,400,5,50,,,,FREEZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,6,"The Grand Tournament has a ""No dragons allowed"" policy, but it's rarely enforced.",EPIC,TGT,true,,AT_008,You can use your Hero Power any number of times.,Christopher Moeller,,MINION,Coldarra Drake,,400,1600,100,400,6,DRAGON,6,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,She is still working on installing the rocket launcher add-on for Mr. Bitey.,COMMON,CORE,true,,EX1_025,<b>Battlecry:</b> Summon a 2/1 Mechanical Dragonling.,Warren Mahy,Unlocked at Mage Level 53.,MINION,Dragonling Mechanic,,,,,,2,,4,BATTLECRY,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,6,This spell can be very Entertaining.,RARE,EXPERT1,true,,CS2_028,Deal 2 damage to all enemy minions and <b>Freeze</b> them.,Chris Seaman,,SPELL,Blizzard,,100,800,20,100,,,,FREEZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,"He used to run the black market auction house, but there was just too much violence and he had to move.",RARE,EXPERT1,true,,EX1_095,"Whenever you cast a spell, draw a card.",Matt Dixon,,MINION,Gadgetzan Auctioneer,,100,800,20,100,4,,4,,,,,,,,,,,,,,,,Auctioning,,,,,,,,,,,,,,,,,,,,,,,,
,2,"He pays homage to Morgl, the great murloc oracle! (Who doesn't??)",COMMON,GVG,true,,GVG_064,,Jaemin Kim,,MINION,Puddlestomper,,40,400,5,50,3,MURLOC,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,2,"""I'm going to need you to come in on Sunday."" - Cruel Taskmaster",COMMON,EXPERT1,true,,EX1_603,<b>Battlecry:</b> Deal 1 damage to a minion and give it +2 Attack.,Phroilan Gardner,,MINION,Cruel Taskmaster,,40,400,5,50,2,,2,BATTLECRY,0,,,,,,,,,,,,,Deal 1 damage and grant +2 Attack.,,,,0,0,,,,,,,,,,,,,,,,,,,,
,3,"King Mukla wanders Jaguero Isle, searching for love.",LEGENDARY,EXPERT1,true,,EX1_014,<b>Battlecry:</b> Give your opponent 2 Bananas.,Sunny Gho,,MINION,King Mukla,,1600,3200,400,1600,5,BEAST,5,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,3,Spirit wolves are like regular wolves with pom-poms.,RARE,EXPERT1,true,,EX1_248,Summon two 2/3 Spirit Wolves with <b>Taunt</b>. <b>Overload:</b> (2),Clint Langley,,SPELL,Feral Spirit,,100,800,20,100,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
,6,"Maexxna gets super mad when people introduce her as ""Maxina"" or ""Maxxy"".",LEGENDARY,NAXX,true,,FP1_010,Destroy any minion damaged by this minion.,Howard Lyon,Can be crafted after completing the Arachnid Quarter.,MINION,Maexxna,Unlocked by completing the Arachnid Quarter.,,,,,2,BEAST,8,POISONOUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,3,"This is not just a favor, but a divine one, like helping someone move a couch with a fold out bed!",RARE,EXPERT1,true,,EX1_349,Draw cards until you have as many in hand as your opponent.,Lucas Graciano,,SPELL,Divine Favor,,100,800,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,1,Good idea: Buffing your minions.  Bad idea: Starting a conversation in the Barrens.,COMMON,EXPERT1,true,0,CS1_129,Change a minion's Attack to be equal to its Health.,Steve Prescott,,SPELL,Inner Fire,,40,400,5,50,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,Spellbreakers can rip enchantments from magic-wielders.  The process is painless and can be performed on an outpatient basis.,COMMON,EXPERT1,true,,EX1_048,<b>Battlecry:</b> <b>Silence</b> a minion.,Matt Cavotta,,MINION,Spellbreaker,,40,400,5,50,4,,3,BATTLECRY,0,,,HORDE,,,,,,,,,,<b>Silence</b> a minion.,,,,0,0,,,,,,,,,,,,,,,,,,,,
WARRIOR,10,"Leader of the Alliance!  Father of Anduin!  Also he likes to play Arena, and he averages 12 wins.",LEGENDARY,TGT,true,,AT_072,"<b>Battlecry:</b> Draw 3 cards.
Put any minions you drew directly into the battlefield.",Wei Wang,,MINION,Varian Wrynn,,1600,3200,400,1600,7,,7,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,6,Balance is important to druids.  This card is perfectly balanced.,COMMON,CORE,true,0,EX1_173,"Deal 5 damage.
Draw a card.",Alex Horley Orlandelli,Unlocked at Level 45.,SPELL,Starfire,Unlocked at Level 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,"Underneath all that impressive armor, he's just skin and bones.  Okay, maybe just bones.",COMMON,TGT,true,,AT_089,<b>Inspire:</b> Gain +1 Health.,Slawomir Maniak,,MINION,Boneguard Lieutenant,,40,400,5,50,3,,2,INSPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,5,No… actually you should fear the Reaper.,COMMON,CORE,true,,CS2_112,,Stefan Kopinski,Unlocked at Level 51.,WEAPON,Arcanite Reaper,Unlocked at Level 10.,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
WARLOCK,1,Imps like being on fire.  They just do.,COMMON,EXPERT1,true,,EX1_319,<b>Battlecry:</b> Deal 3 damage to your hero.,Alex Horley Orlandelli,,MINION,Flame Imp,,40,400,5,50,3,DEMON,2,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,3,Shields were invented because Face Block is USELESS.,COMMON,CORE,true,,EX1_606,"Gain 5 Armor.
Draw a card.",Michael Komarck,Unlocked at Level 28.,SPELL,Shield Block,Unlocked at Level 8.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,"The message, ""If found, please return to Mulgore,"" is tattooed on his rear.",COMMON,GVG,true,,GVG_071,,Benjamin Zhang,,MINION,Lost Tallstrider,,40,400,5,50,5,BEAST,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,5,Not getting trampled is really the trick here.,RARE,TGT,true,,AT_010,"<b>Battlecry:</b> If you have a Beast, summon a
random Beast.",Brandon Kitkouski,,MINION,Ram Wrangler,,100,800,20,100,3,,3,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,3,For tightening cogs and smashin' troggs!,EPIC,GVG,true,,GVG_024,Has +2 Attack while you have a Mech.,Richard Wright,,WEAPON,Cogmaster's Wrench,,400,1600,100,400,1,,,AURA,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,9,This massive yeti just closes his eyes and charges at the nearest target.  The nearest Target is a couple blocks away and has sick deals on skateboards.,LEGENDARY,TGT,true,,AT_125,"<b>Charge</b>
Can't attack heroes.",John Polidora,,MINION,Icehowl,,1600,3200,400,1600,10,,10,CHARGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,2,"She loves mana crystals, she hates mana crystals.   So fickle!",RARE,TGT,true,,AT_038,"<b>Battlecry:</b> Gain an empty Mana Crystal.
<b>Deathrattle:</b> Lose a Mana Crystal.",Laurel Austin,,MINION,Darnassus Aspirant,,100,800,20,100,2,,3,BATTLECRY,,,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,3,"The agents of SI:7 are responsible for Stormwind's covert activities.  Their duties include espionage, assassination, and throwing surprise birthday parties for the royal family.",RARE,EXPERT1,true,,EX1_134,<b>Combo:</b> Deal 2 damage.,Chris Moeller,,MINION,SI:7 Agent,,100,800,20,100,3,,3,COMBO,,,,,,,,,,,,,,Deal 2 damage.,,,,,,,,,,,0,,,,,,,,,,,,,,
ROGUE,2,Almost went to play for Stormwind before signing with Undercity.,COMMON,TGT,true,,AT_030,<b>Combo:</b> Deal 1 damage.,Zoltan Boros ,,MINION,Undercity Valiant,,40,400,5,50,3,,2,COMBO,,,,,,,,,,,,,,Deal 1 damage.,,,,,,,,,,,0,,,,,,,,,,,,,,
WARRIOR,4,"50% off fist weapons, limited time only!",COMMON,EXPERT1,true,,EX1_398,<b>Battlecry:</b> Equip a 2/2 weapon.,Samwise,,MINION,Arathi Weaponsmith,,40,400,5,50,3,,3,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,OOZE... Ooze... Ooze... (ooze...),EPIC,NAXX,true,,FP1_003,<b>Battlecry:</b> Summon an exact copy of this minion at the end of the turn.,Eric Browning,Can be crafted after defeating Sapphiron in the Frostwyrm Lair.,MINION,Echoing Ooze,Unlocked by defeating Sapphiron in the Frostwyrm Lair.,,,,,1,,2,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,2,This spell blasts you directly in the MIND.,FREE,CORE,true,,DS1_233,Deal 5 damage to the enemy hero.,Dave Allsop,Unlocked at Level 15.,SPELL,Mind Blast,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,He is sometimes found hiding in the treasure chest in the Gurubashi Arena.,EPIC,GVG,true,,GVG_109,"<b>Stealth</b>
<b>Spell Damage +1</b>",Ben Olson,,MINION,Mini-Mage,,400,1600,100,400,4,,1,STEALTH,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,6,"He can summon anything, even a FEARSOME DOOMGUARD*.
*He's pretty sure this is going to work out.",LEGENDARY,TGT,true,,AT_027,Cards you draw from your Hero Power cost (0).,Tooth,,MINION,Wilfred Fizzlebang,,1600,3200,400,1600,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
