text,type,cost,rarity,set,id,name,playRequirements/REQ_TARGET_TO_PLAY,durability,attack,playerClass,flavor,collectible,artist,howToEarnGolden,howToEarn,dust/0,dust/1,dust/2,dust/3,mechanics/0,race,health,textInPlay,playRequirements/REQ_MINION_TARGET,mechanics/1,entourage/0,entourage/1,entourage/2,entourage/3,faction,spellDamage,playRequirements/REQ_NUM_MINION_SLOTS,playRequirements/REQ_TARGET_MIN_ATTACK,entourage/4,entourage/5,entourage/6,targetingArrowText,mechanics/2,playRequirements/REQ_FRIENDLY_TARGET,playRequirements/REQ_NONSELF_TARGET,playRequirements/REQ_TARGET_IF_AVAILABLE,overload,playRequirements/REQ_ENEMY_TARGET,playRequirements/REQ_HERO_TARGET,playRequirements/REQ_TARGET_WITH_RACE,playRequirements/REQ_MINIMUM_ENEMY_MINIONS,playRequirements/REQ_DAMAGED_TARGET,playRequirements/REQ_WEAPON_EQUIPPED,playRequirements/REQ_TARGET_FOR_COMBO,playRequirements/REQ_ENEMY_WEAPON_EQUIPPED,playRequirements/REQ_FRIENDLY_MINION_DIED_THIS_GAME,playRequirements/REQ_MUST_TARGET_TAUNTER,entourage/7,entourage/8,entourage/9,entourage/10,entourage/11,entourage/12,entourage/13,entourage/14,entourage/15,entourage/16,entourage/17,entourage/18,entourage/19,entourage/20,entourage/21,entourage/22,entourage/23,entourage/24,entourage/25,entourage/26,entourage/27,entourage/28,entourage/29,entourage/30,entourage/31,entourage/32,entourage/33,entourage/34,entourage/35,entourage/36,entourage/37,entourage/38,entourage/39,entourage/40,entourage/41,entourage/42,entourage/43,entourage/44,entourage/45,entourage/46,entourage/47,entourage/48,entourage/49,entourage/50,entourage/51,entourage/52,entourage/53,entourage/54,entourage/55,entourage/56,entourage/57,entourage/58,entourage/59,playRequirements/REQ_STEADY_SHOT,playRequirements/REQ_MINIMUM_TOTAL_MINIONS,playRequirements/REQ_UNDAMAGED_TARGET,playRequirements/REQ_ENTIRE_ENTOURAGE_NOT_IN_PLAY,playRequirements/REQ_LEGENDARY_TARGET,playRequirements/REQ_TARGET_MAX_ATTACK,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,playRequirements/REQ_MINION_OR_ENEMY_HERO,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS,mechanics/3,playRequirements/REQ_MINION_CAP_IF_TARGET_AVAILABLE
<b>Deathrattle:</b> Deal 1 damage to the enemy hero for each Firesworn that died this turn.,MINION,0,,BRM,BRMA04_3,Firesworn,,,0,,,,,,,,,,,DEATHRATTLE,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,,BRM,BRMA06_1H,Majordomo Executus,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Secret:</b> When your opponent plays a minion, deal $4 damage to it.",SPELL,2,COMMON,EXPERT1,EX1_609,Snipe,,,,HUNTER,A great sniper hits the spot.  Just like a delicious flank of boar. Mmmmm.,true,Lorenzo Minaca,,,40,400,5,50,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Taunt</b>. <b>Enrage:</b> +3 Attack,MINION,3,COMMON,EXPERT1,EX1_390,Tauren Warrior,,,2,,"Tauren Warrior: Champion of Mulgore, Slayer of Quilboar, Rider of Thunderbluff Elevators.",true,Paul Warzecha,,,40,400,5,50,ENRAGED,,3,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Divine Shield</b>,MINION,4,COMMON,EXPERT1,EX1_023,Silvermoon Guardian,,,3,,"The first time they tried to guard Silvermoon against the scourge, it didn’t go so well…",true,Phroilan Gardner,,,40,400,5,50,DIVINE_SHIELD,,3,,,,,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+6 Attack this turn.,ENCHANTMENT,,,NAXX,NAX12_04e,Enrage,,,,,,,,,,,,,,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Going second grants you increased Health.,ENCHANTMENT,,,CORE,GAME_001,Luck of the Coin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summon three 2/2 Treants with <b>Charge</b> that die at the end of the turn.,SPELL,6,EPIC,EXPERT1,EX1_571,Force of Nature,,,,DRUID,"""I think I'll just nap under these trees. Wait... AAAAAHHH!"" - Blinkfizz, the Unfortunate Gnome",true,Trevor Jacobs,,,400,1600,100,400,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"While this is in your hand, Chromaggus' spells cost (1) less.",SPELL,1,,BRM,BRMA12_5,Brood Affliction: Blue,,,,,,,,,,,,,,EVIL_GLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,FREE,CORE,HERO_06,Malfurion Stormrage,,,,DRUID,,true,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Charge. Deathrattle:</b> Deal 3 damage to your hero.,MINION,1,,NAXX,FP1_006,Deathcharger,,,2,,,,,,,,,,,CHARGE,,3,,,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Hero Power</b>
Summon a 1/1 Silver Hand Recruit.",HERO_POWER,2,FREE,HERO_SKINS,CS2_101_H1,Reinforce,,,,PALADIN,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destroy a minion with an Attack of 5 or more.,SPELL,3,COMMON,CORE,EX1_622,Shadow Word: Death,0,,,PRIEST,"If you miss, it leaves a lightning-bolt-shaped scar on your target.",true,Raymond Swanland,Unlocked at Level 43.,Unlocked at Level 8.,,,,,,,,,0,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,1,COMMON,CORE,EX1_025t,Mechanical Dragonling,,,2,,,,,,,,,,,,MECHANICAL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Draw a card.,MINION,2,FREE,CORE,EX1_015,Novice Engineer,,,1,,"""Half of this class will not graduate… since they'll have been turned to chickens."" - Tinkmaster Overspark, teaching Gizmos 101.",true,Karl Richardson,Unlocked at Druid Level 59.,,,,,,BATTLECRY,,1,,,,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Deathrattle:</b> Add a <b>Spare Part</b> card to your hand.,MINION,1,COMMON,GVG,GVG_082,Clockwork Gnome,,,2,,Clockwork gnomes are always asking what time it is.,true,Matt Dixon,,,40,400,5,50,DEATHRATTLE,MECHANICAL,1,,,,PART_003,PART_001,PART_007,PART_006,,,,,PART_005,PART_002,PART_004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever this minion survives damage, summon another Grim Patron.",MINION,5,RARE,BRM,BRM_019,Grim Patron,,,3,,"If you love getting your face punched, come to the Grim Guzzler!",true,Bobby Chiu,Can be crafted after defeating The Grim Guzzler in Blackrock Depths.,Unlocked by defeating The Grim Guzzler in Blackrock Depths.,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever <b>you</b> target this minion with a spell, deal 3 damage to a random enemy.",MINION,3,LEGENDARY,TGT,AT_131,Eydis Darkbane,,,3,,"HATES being called ""the wonder twins"".",true,Ben Thompson,,,1600,3200,400,1600,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Spell Damage +1</b>,MINION,3,RARE,GVG,GVG_123,Soot Spewer,,,3,MAGE,The inventor of the goblin shredder is involved in several patent disputes with the inventor of the soot spewer.,true,Phil Saunders,,,100,800,20,100,,MECHANICAL,3,,,,,,,,,1,,,,,,Give <b>Spell Damage +2</b>.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Inspire:</b> Summon a 1/1 Silver Hand Recruit.,MINION,3,COMMON,TGT,AT_100,Silver Hand Regent,,,3,,The Silver Hand is the best paladin organization.  The Argent Crusaders are super jealous.,true,John Polidora,,,40,400,5,50,INSPIRE,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Draw 2 cards.,SPELL,0,,EXPERT1,NEW1_008a,Ancient Teachings,,,,DRUID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At the end of your turn, reduce the Cost of cards in your hand by (1).",MINION,6,LEGENDARY,BRM,BRM_028,Emperor Thaurissan,,,5,,His second greatest regret is summoning an evil Firelord who enslaved his entire people.,true,Wayne Reynolds,Can be crafted after completing Blackrock Depths.,Unlocked by completing Blackrock Depths.,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Restore #7 Health. Reveal a minion in each deck. If yours costs more, Restore #14 instead.",SPELL,3,RARE,TGT,AT_048,Healing Wave,0,,,SHAMAN,"Favored by shaman who study the art of restoration and healing, this spell would feel smug, if it had feelings.",true,Luca Zontini,,,100,800,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Your spells cost (1) less.,MINION,2,COMMON,EXPERT1,EX1_608,Sorcerer's Apprentice,,,3,MAGE,"Apprentices are great for bossing around.  ""Conjure me some mana buns! And a coffee!  Make that a mana coffee!""",true,Alex Horley Orlandelli,,,40,400,5,50,AURA,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Inspire:</b> Summon a random Murloc.,MINION,4,COMMON,TGT,AT_076,Murloc Knight,,,3,PALADIN,Hee hee!  Look at his cute little feet.,true,Sam Nielson,,,40,400,5,50,INSPIRE,MURLOC,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal $3 damage to the enemy hero.,SPELL,1,FREE,CORE,CS2_075,Sinister Strike,,,,ROGUE,"There's something about this strike that just feels off.  Sinister, even.",true,Frank Cho,Unlocked at Level 15.,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summon three 1/1 Webspinners.,SPELL,6,RARE,TGT,AT_062,Ball of Spiders,,,,HUNTER,"""THEY'RE EVERYWHERE GET THEM OFF!!!"" - Everyone",true,Skan Srisuwan,,,100,800,20,100,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spawn into play to give all minions <b>Charge</b>.,MINION,0,,CHEAT,XXX_095,AI Buddy - All Charge!,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Draw 4 cards.,SPELL,7,COMMON,CORE,CS2_077,Sprint,,,,ROGUE,Rogues are not good joggers.,true,James Zhang,Unlocked at Level 49.,Unlocked at Level 10.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Battlecry:</b> Replace all minions in the battlefield, in both hands, and in both decks with random minions.",MINION,6,LEGENDARY,CREDITS,CRED_36,Mike Donais,,,4,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Divine Shield</b>,MINION,8,COMMON,GVG,GVG_079,Force-Tank MAX,,,7,,"There is a factory in Tanaris for crafting force-tanks, but it only ever made two, because of cost overruns.",true,Nutchapol Thitinunthakorn,,,40,400,5,50,DIVINE_SHIELD,MECHANICAL,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This enchantment does nothing.,ENCHANTMENT,,COMMON,CHEAT,XXX_009e,Empty Enchant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Charge</b>,MINION,2,COMMON,TGT,AT_042t,Sabertooth Lion,,,2,DRUID,,,,,,40,400,5,50,CHARGE,BEAST,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Inspire:</b> Summon a 3/5 War Kodo.,MINION,6,EPIC,TGT,AT_099,Kodorider,,,3,,"Someone called her a Rhinorider, and she's NOT HAPPY.",true,Ben Wootten,,,400,1600,100,400,INSPIRE,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain 10 Mana Crystals. Discard your hand.,SPELL,4,EPIC,TGT,AT_043,Astral Communion,,,,DRUID,Hey!  Moon!  Can I have some mana crystals?,true,Christopher Moeller,,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever you cast a spell, summon a 1/1 Violet Apprentice.",MINION,4,RARE,EXPERT1,NEW1_026,Violet Teacher,,,3,,"If you don't pay attention, you may be turned into a pig.  And then you get your name on the board.",true,James Ryman,,,100,800,20,100,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Your other minions have +1/+1.,MINION,7,COMMON,CORE,CS2_222,Stormwind Champion,,,6,,"When Deathwing assaulted the capital, this soldier was the only member of his squad to survive. Now he's all bitter and stuff.",true,Doug Alexander,Unlocked at Paladin Level 59.,,,,,,AURA,,6,For the Alliance!,,,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Become Hogger for Video Recording.,SPELL,0,,CHEAT,XXX_039,Become Hogger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+1 Attack,ENCHANTMENT,,,TGT,AT_029e,Extra Stabby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Your other Pirates have +1/+1.,MINION,3,EPIC,EXPERT1,NEW1_027,Southsea Captain,,,3,,"When he saves enough plunder, he's going to commission an enormous captain's hat.  He has hat envy.",true,Ken Steacy,,,400,1600,100,400,AURA,PIRATE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,7,COMMON,TGT,AT_020,Fearsome Doomguard,,,6,WARLOCK,"They were originally called Cuddleguards, but they were not inspiring the proper amount of fear.",true,Anton Zemskov,,,40,400,5,50,,DEMON,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Taunt</b>. <b>Battlecry:</b> Gain +1 Attack for each other Beast you have.,MINION,5,RARE,GVG,GVG_046,King of Beasts,,,2,HUNTER,He never sleeps.  Not even in the mighty jungle.,true,Seamus Gallagher,,,100,800,20,100,BATTLECRY,BEAST,6,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Put one of each <b>Secret</b> from your deck into the battlefield.,MINION,6,EPIC,TGT,AT_079,Mysterious Challenger,,,6,PALADIN,"He may sound surly and antisocial, but he's actually just really shy.",true,Zoltan Boros,,,400,1600,100,400,BATTLECRY,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal $1 damage to all enemy minions. Draw a card.,SPELL,3,COMMON,CORE,EX1_129,Fan of Knives,,,,ROGUE,"I wouldn't say I LOVE knives, but I'm definitely a fan.",true,Andrew Robinson,Unlocked at Level 29.,Unlocked at Level 4.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Hero Power</b>
Let the games begin!",HERO_POWER,1,,BRM,BRMA13_2,True Form,,,,,,,,,,,,,,AI_MUST_PLAY,,,,,,BRMA13_6,BRMA13_8,BRMA13_7,BRMA13_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Choose One</b> - Deal $3 damage to a minion; or $1 damage and draw a card.,SPELL,2,COMMON,EXPERT1,EX1_154,Wrath,,,,DRUID,The talk around the Ratchet Inn is that this card is too good and should be a Legendary.,true,Raymond Swanland,,,40,400,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,COMMON,MISSIONS,TU4a_006,Jaina Proudmoore,,,,MAGE,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Give a minion <b>Taunt</b> and +2/+2.<i> (+2 Attack/+2 Health)</i>,SPELL,2,FREE,CORE,CS2_009,Mark of the Wild,0,,,DRUID,Not to be confused with Jim of the Wild.,true,Brad Vancata,Unlocked at Level 28.,Unlocked at Level 1.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increased stats.,ENCHANTMENT,,,BRM,BRM_020e,Draconic Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal $4 damage.,SPELL,4,,BRM,BRM_030t,Tail Swipe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ENCHANTMENT,,,TB,TB_010,Deckbuilding Enchant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costs (1) less for each minion that died this turn.,MINION,6,COMMON,BRM,BRM_025,Volcanic Drake,,,6,,Volcanic Drakes breathe lava instead of fire. The antacid vendor at Thorium Point does a brisk business with them.,true,Lucas Graciano,Can be crafted after defeating Omnotron Defense System in the Hidden Laboratory.,Unlocked by defeating Omnotron Defense System in the Hidden Laboratory.,,,,,,DRAGON,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Stealth.</b> At the start of your turn, gain +1/+1.",MINION,3,EPIC,NAXX,FP1_005,Shade of Naxxramas,,,2,,The Shades of Naxxramas <i>hate</i> the living. They even have a slur they use to refer them: <i>Livers</i>.,true,Ittoku Seta,Can be crafted after defeating Kel'Thuzad in the Frostwyrm Lair.,Unlocked by defeating Kel'Thuzad in the Frostwyrm Lair.,,,,,STEALTH,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Hero Power</b>
Summon a 3/3 Flamewaker Acolyte.",HERO_POWER,2,,TB,BRMA06_2H_TB,The Majordomo,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Demon has +2/+2.,ENCHANTMENT,,COMMON,EXPERT1,EX1_596e,Demonfire,,,,WARLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever this minion takes damage, summon a 2/1 Whelp.",MINION,1,RARE,BRM,BRM_022,Dragon Egg,,,0,,Think of them as bullets for your dragon gun.,true,Jaemin Kim,Can be crafted after defeating Rend Blackhand in Blackrock Spire.,Unlocked by defeating Rend Blackhand in Blackrock Spire.,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Force your opponnet to disconnect.,SPELL,0,COMMON,CHEAT,XXX_030,Opponent Disconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destroy all minions and summon 2/2 Treants to replace them.,SPELL,4,COMMON,NAXX,FP1_019,Poison Seeds,,,,DRUID,"""Poisonseed Bagel"" is the least popular bagel at McTiggin's Druidic Bagel Emporium.",true,Brian Despain,Can be crafted after completing the Druid Class Challenge in Naxxramas.,Unlocked by completing the Druid Class Challenge in Naxxramas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever a <b>Silenced</b> minion dies, gain +1/+1.",MINION,6,LEGENDARY,CREDITS,CRED_45,Jonas Laster,,,6,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50% chance to be 100% right.,MINION,5,LEGENDARY,CREDITS,CRED_43,Jon Bankard,,,5,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You can take as long as you want on your turn.,SPELL,0,COMMON,CHEAT,XXX_019,Molasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal $3 damage to a character and <b>Freeze</b> it.,SPELL,2,COMMON,CORE,CS2_024,Frostbolt,0,,,MAGE,"It is customary to yell ""Chill out!"" or ""Freeze!"" or ""Ice ice, baby!"" when you play this card.",true,Steve Ellis,Unlocked at Level 40.,Unlocked at Level 2.,,,,,FREEZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Summon a frothy beverage.,MINION,1,LEGENDARY,CREDITS,CRED_04,Steven Gabriel,,,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
